Date,Open,High,Low,Close,Adj Close,Volume
2017-03-02,0.930000,0.955000,0.925000,0.945000,0.917228,1057800
2017-03-03,0.960000,0.965000,0.950000,0.960000,0.931787,200400
2017-03-06,0.960000,0.965000,0.950000,0.965000,0.936640,452000
2017-03-07,0.970000,0.985000,0.970000,0.980000,0.951199,293800
2017-03-08,0.980000,0.980000,0.980000,0.980000,0.951199,10400
2017-03-09,0.980000,0.980000,0.980000,0.980000,0.951199,0
2017-03-10,0.955000,0.955000,0.955000,0.955000,0.926934,314600
2017-03-13,0.975000,0.975000,0.975000,0.975000,0.946346,600
2017-03-14,0.970000,0.975000,0.970000,0.975000,0.946346,10400
2017-03-15,0.970000,0.970000,0.955000,0.955000,0.926934,20400
2017-03-16,0.950000,0.965000,0.930000,0.960000,0.931787,114200
2017-03-17,0.940000,0.970000,0.940000,0.970000,0.941493,18600
2017-03-20,0.970000,0.970000,0.955000,0.970000,0.941493,119400
2017-03-21,0.955000,0.960000,0.945000,0.945000,0.917228,45000
2017-03-22,0.950000,0.950000,0.940000,0.950000,0.922081,54200
2017-03-23,0.960000,0.960000,0.955000,0.955000,0.926934,26200
2017-03-24,0.940000,0.945000,0.940000,0.940000,0.912375,95600
2017-03-27,0.935000,0.935000,0.930000,0.930000,0.902669,166400
2017-03-28,0.950000,0.955000,0.930000,0.930000,0.902669,708800
2017-03-29,0.950000,0.960000,0.945000,0.950000,0.922081,278800
2017-03-30,0.950000,0.960000,0.945000,0.960000,0.931787,225800
2017-03-31,0.960000,0.965000,0.955000,0.965000,0.936640,67400
2017-04-03,0.965000,0.970000,0.955000,0.970000,0.941493,291000
2017-04-04,0.970000,0.970000,0.950000,0.965000,0.936640,355800
2017-04-05,0.965000,0.965000,0.960000,0.960000,0.931787,584400
2017-04-06,0.955000,0.970000,0.950000,0.970000,0.941493,369800
2017-04-07,0.965000,0.980000,0.965000,0.975000,0.946346,216000
2017-04-10,0.985000,1.070000,0.975000,1.050000,1.019142,2132600
2017-04-11,1.055000,1.075000,1.040000,1.045000,1.014289,2931400
2017-04-12,1.035000,1.090000,1.030000,1.050000,1.019142,1505000
2017-04-13,1.090000,1.115000,1.070000,1.115000,1.082232,606400
2017-04-14,1.090000,1.105000,1.050000,1.075000,1.043407,426400
2017-04-17,1.065000,1.095000,1.055000,1.060000,1.028848,634800
2017-04-18,1.060000,1.085000,1.060000,1.085000,1.053114,715000
2017-04-19,1.080000,1.080000,1.055000,1.060000,1.028848,134000
2017-04-20,1.060000,1.080000,1.060000,1.075000,1.043407,928400
2017-04-21,1.070000,1.085000,1.070000,1.085000,1.053114,186400
2017-04-24,1.085000,1.085000,1.085000,1.085000,1.053114,0
2017-04-25,1.085000,1.150000,1.080000,1.120000,1.087085,611800
2017-04-26,1.110000,1.135000,1.110000,1.135000,1.101644,349000
2017-04-27,1.135000,1.220000,1.135000,1.215000,1.179293,919400
2017-04-28,1.220000,1.230000,1.175000,1.175000,1.140469,296800
2017-05-02,1.175000,1.205000,1.150000,1.195000,1.159881,1093400
2017-05-03,1.195000,1.195000,1.120000,1.120000,1.087085,200200
2017-05-04,1.120000,1.160000,1.120000,1.150000,1.116203,221800
2017-05-05,1.150000,1.165000,1.140000,1.155000,1.121056,632200
2017-05-08,1.155000,1.165000,1.155000,1.165000,1.130762,835200
2017-05-09,1.165000,1.215000,1.165000,1.200000,1.164734,1039200
2017-05-11,1.200000,1.200000,1.200000,1.200000,1.164734,22000
2017-05-12,1.190000,1.195000,1.190000,1.195000,1.159881,55000
2017-05-15,1.180000,1.215000,1.180000,1.210000,1.174440,553600
2017-05-16,1.200000,1.205000,1.195000,1.195000,1.159881,126600
2017-05-17,1.190000,1.195000,1.190000,1.190000,1.155028,226000
2017-05-18,1.185000,1.200000,1.185000,1.190000,1.155028,228600
2017-05-19,1.190000,1.190000,1.175000,1.180000,1.145322,209400
2017-05-22,1.175000,1.175000,1.175000,1.175000,1.140469,12800
2017-05-23,1.175000,1.175000,1.145000,1.145000,1.111350,13000
2017-05-24,1.125000,1.170000,1.125000,1.170000,1.135616,24400
2017-05-25,1.170000,1.180000,1.170000,1.180000,1.145322,44400
2017-05-26,1.195000,1.210000,1.190000,1.195000,1.159881,123000
2017-05-29,1.200000,1.215000,1.200000,1.205000,1.169587,956600
2017-05-31,1.200000,1.200000,1.200000,1.200000,1.164734,8000
2017-06-01,1.200000,1.200000,1.200000,1.200000,1.164734,0
2017-06-02,1.190000,1.205000,1.180000,1.200000,1.164734,77200
2017-06-05,1.200000,1.200000,1.190000,1.195000,1.159881,128200
2017-06-06,1.185000,1.185000,1.175000,1.175000,1.140469,265400
2017-06-07,1.175000,1.175000,1.165000,1.165000,1.130762,589400
2017-06-08,1.165000,1.190000,1.165000,1.165000,1.130762,1096400
2017-06-09,1.185000,1.185000,1.165000,1.165000,1.130762,282800
2017-06-13,1.150000,1.160000,1.145000,1.155000,1.121056,611000
2017-06-14,1.165000,1.200000,1.165000,1.165000,1.130762,217000
2017-06-15,1.180000,1.195000,1.175000,1.175000,1.140469,79000
2017-06-16,1.200000,1.200000,1.185000,1.185000,1.150175,5400
2017-06-19,1.165000,1.185000,1.165000,1.165000,1.130762,29000
2017-06-20,1.165000,1.195000,1.150000,1.150000,1.116203,312200
2017-06-21,1.150000,1.180000,1.125000,1.125000,1.091938,34400
2017-06-22,1.150000,1.195000,1.140000,1.170000,1.135616,122000
2017-06-23,1.175000,1.195000,1.175000,1.195000,1.159881,18200
2017-06-26,1.195000,1.195000,1.195000,1.195000,1.159881,0
2017-06-27,1.195000,1.195000,1.195000,1.195000,1.159881,0
2017-06-28,1.185000,1.185000,1.185000,1.185000,1.150175,43400
2017-06-29,1.180000,1.200000,1.160000,1.200000,1.164734,149800
2017-06-30,1.175000,1.175000,1.165000,1.170000,1.135616,136200
2017-07-03,1.180000,1.200000,1.165000,1.200000,1.164734,30800
2017-07-04,1.195000,1.225000,1.175000,1.200000,1.164734,1733200
2017-07-05,1.200000,1.225000,1.200000,1.215000,1.179293,1137200
2017-07-06,1.215000,1.215000,1.215000,1.215000,1.179293,0
2017-07-07,1.200000,1.200000,1.160000,1.200000,1.164734,67600
2017-07-10,1.195000,1.195000,1.180000,1.185000,1.150175,339400
2017-07-11,1.160000,1.175000,1.135000,1.175000,1.140469,14800
2017-07-12,1.175000,1.175000,1.175000,1.175000,1.140469,0
2017-07-13,1.200000,1.200000,1.195000,1.195000,1.159881,145000
2017-07-14,1.210000,1.210000,1.200000,1.200000,1.164734,244200
2017-07-17,1.200000,1.200000,1.200000,1.200000,1.164734,586800
2017-07-18,1.175000,1.185000,1.175000,1.185000,1.150175,30400
2017-07-19,1.200000,1.200000,1.195000,1.195000,1.159881,130000
2017-07-20,1.200000,1.200000,1.190000,1.200000,1.164734,608800
2017-07-21,1.200000,1.200000,1.200000,1.200000,1.164734,0
2017-07-24,1.205000,1.220000,1.205000,1.220000,1.184146,94200
2017-07-25,1.220000,1.230000,1.220000,1.230000,1.193852,636600
2017-07-26,1.235000,1.235000,1.235000,1.235000,1.218519,24400
2017-07-27,1.250000,1.260000,1.245000,1.250000,1.233318,519000
2017-07-28,1.230000,1.270000,1.230000,1.270000,1.253051,7000
2017-07-31,1.270000,1.305000,1.270000,1.300000,1.282651,289800
2017-08-01,1.295000,1.300000,1.275000,1.300000,1.282651,13000
2017-08-02,1.300000,1.300000,1.300000,1.300000,1.282651,40000
2017-08-03,1.300000,1.300000,1.300000,1.300000,1.282651,0
2017-08-04,1.250000,1.300000,1.250000,1.300000,1.282651,57600
2017-08-07,1.265000,1.265000,1.265000,1.265000,1.248118,2000
2017-08-08,1.300000,1.335000,1.270000,1.300000,1.282651,579600
2017-08-09,1.305000,1.305000,1.300000,1.300000,1.282651,52000
2017-08-10,1.300000,1.300000,1.280000,1.285000,1.267851,77800
2017-08-11,1.280000,1.330000,1.280000,1.300000,1.282651,56800
2017-08-14,1.305000,1.380000,1.245000,1.260000,1.243185,132400
2017-08-15,1.275000,1.285000,1.250000,1.250000,1.233318,85200
2017-08-16,1.275000,1.320000,1.275000,1.320000,1.302384,12200
2017-08-17,1.295000,1.295000,1.260000,1.285000,1.267851,39800
2017-08-18,1.285000,1.285000,1.285000,1.285000,1.267851,0
2017-08-21,1.300000,1.320000,1.300000,1.310000,1.292518,42000
2017-08-22,1.310000,1.310000,1.295000,1.300000,1.282651,456800
2017-08-23,1.300000,1.300000,1.295000,1.300000,1.282651,442000
2017-08-24,1.300000,1.300000,1.290000,1.290000,1.272785,36000
2017-08-25,1.275000,1.310000,1.255000,1.310000,1.292518,20200
2017-08-28,1.310000,1.310000,1.310000,1.310000,1.292518,6000
2017-08-29,1.310000,1.310000,1.310000,1.310000,1.292518,0
2017-08-30,1.300000,1.310000,1.300000,1.300000,1.282651,83600
2017-08-31,1.300000,1.300000,1.300000,1.300000,1.282651,0
2017-09-01,1.300000,1.300000,1.300000,1.300000,1.282651,0
2017-09-04,1.300000,1.300000,1.300000,1.300000,1.282651,0
2017-09-05,1.285000,1.310000,1.285000,1.300000,1.282651,65000
2017-09-06,1.290000,1.300000,1.250000,1.275000,1.257985,69800
2017-09-07,1.275000,1.275000,1.275000,1.275000,1.257985,8000
2017-09-08,1.275000,1.275000,1.260000,1.275000,1.257985,31600
2017-09-11,1.275000,1.295000,1.275000,1.285000,1.267851,69200
2017-09-12,1.300000,1.300000,1.250000,1.250000,1.233318,448400
2017-09-13,1.260000,1.260000,1.245000,1.250000,1.233318,109000
2017-09-14,1.260000,1.260000,1.225000,1.230000,1.213585,165600
2017-09-15,1.230000,1.275000,1.185000,1.275000,1.257985,358400
2017-09-18,1.275000,1.275000,1.265000,1.265000,1.248118,9600
2017-09-19,1.230000,1.230000,1.175000,1.175000,1.159319,480400
2017-09-20,1.235000,1.235000,1.150000,1.150000,1.134653,371400
2017-09-21,1.140000,1.185000,1.090000,1.100000,1.085320,741600
2017-09-22,1.100000,1.100000,1.100000,1.100000,1.085320,0
2017-09-25,1.115000,1.135000,1.090000,1.100000,1.085320,1557200
2017-09-26,1.150000,1.190000,1.140000,1.185000,1.169186,2429400
2017-09-27,1.200000,1.250000,1.200000,1.210000,1.193852,1533800
2017-09-28,1.220000,1.220000,1.210000,1.220000,1.203719,1014400
2017-09-29,1.185000,1.235000,1.185000,1.230000,1.213585,773400
2017-10-02,1.230000,1.235000,1.200000,1.200000,1.183986,654400
2017-10-03,1.200000,1.230000,1.200000,1.215000,1.198786,254400
2017-10-04,1.225000,1.225000,1.190000,1.190000,1.174119,706200
2017-10-05,1.190000,1.190000,1.190000,1.190000,1.174119,0
2017-10-06,1.215000,1.230000,1.145000,1.175000,1.159319,1129400
2017-10-09,1.180000,1.180000,1.140000,1.165000,1.149453,422000
2017-10-10,1.165000,1.185000,1.150000,1.185000,1.169186,91200
2017-10-11,1.185000,1.190000,1.160000,1.190000,1.174119,347200
2017-10-12,1.150000,1.185000,1.150000,1.175000,1.159319,108800
2017-10-13,1.175000,1.205000,1.175000,1.195000,1.179052,147600
2017-10-16,1.160000,1.190000,1.160000,1.190000,1.174119,213600
2017-10-17,1.170000,1.205000,1.170000,1.180000,1.164253,222200
2017-10-18,1.180000,1.180000,1.180000,1.180000,1.164253,0
2017-10-19,1.190000,1.220000,1.185000,1.185000,1.169186,375200
2017-10-20,1.175000,1.210000,1.175000,1.200000,1.183986,126200
2017-10-23,1.200000,1.215000,1.200000,1.215000,1.198786,893600
2017-10-24,1.215000,1.230000,1.200000,1.205000,1.188919,677800
2017-10-25,1.215000,1.225000,1.205000,1.210000,1.193852,1042200
