Date,Open,High,Low,Close,Adj Close,Volume
2016-03-29,0.545000,0.610000,0.540000,0.585000,0.556298,136961800
2016-03-30,0.590000,0.640000,0.585000,0.635000,0.603845,49645200
2016-03-31,0.640000,0.640000,0.610000,0.620000,0.589581,16497800
2016-04-01,0.615000,0.635000,0.615000,0.625000,0.594336,7211600
2016-04-04,0.625000,0.655000,0.620000,0.645000,0.613354,22005400
2016-04-05,0.645000,0.680000,0.640000,0.670000,0.637128,31916800
2016-04-06,0.670000,0.685000,0.660000,0.670000,0.637128,12120600
2016-04-07,0.675000,0.680000,0.640000,0.655000,0.622864,4592600
2016-04-08,0.650000,0.655000,0.630000,0.650000,0.618109,9812400
2016-04-11,0.650000,0.670000,0.650000,0.670000,0.637128,4807400
2016-04-12,0.665000,0.665000,0.645000,0.660000,0.627618,2455000
2016-04-13,0.655000,0.655000,0.630000,0.635000,0.603845,4370200
2016-04-14,0.635000,0.640000,0.620000,0.625000,0.594336,9148400
2016-04-15,0.625000,0.640000,0.620000,0.635000,0.603845,1972800
2016-04-18,0.630000,0.630000,0.610000,0.610000,0.580072,2436000
2016-04-19,0.610000,0.620000,0.590000,0.600000,0.570562,7937600
2016-04-20,0.600000,0.600000,0.590000,0.590000,0.561053,2973200
2016-04-21,0.595000,0.615000,0.590000,0.610000,0.580072,2412400
2016-04-22,0.610000,0.610000,0.595000,0.600000,0.570562,1536600
2016-04-25,0.600000,0.600000,0.590000,0.590000,0.561053,869800
2016-04-26,0.590000,0.590000,0.560000,0.560000,0.532525,4224000
2016-04-27,0.565000,0.590000,0.565000,0.585000,0.556298,1806600
2016-04-28,0.585000,0.600000,0.570000,0.590000,0.561053,4443400
2016-04-29,0.585000,0.585000,0.575000,0.585000,0.556298,2588600
2016-05-03,0.575000,0.580000,0.560000,0.575000,0.546789,4102200
2016-05-04,0.570000,0.575000,0.560000,0.570000,0.542034,1113000
2016-05-05,0.570000,0.580000,0.570000,0.570000,0.542034,2064600
2016-05-06,0.570000,0.580000,0.565000,0.570000,0.542034,1641600
2016-05-09,0.575000,0.575000,0.565000,0.570000,0.542034,2049800
2016-05-10,0.570000,0.640000,0.565000,0.620000,0.589581,9905400
2016-05-11,0.620000,0.650000,0.610000,0.650000,0.618109,12083000
2016-05-12,0.640000,0.680000,0.640000,0.675000,0.641882,10795400
2016-05-13,0.675000,0.680000,0.650000,0.665000,0.632373,4901600
2016-05-16,0.650000,0.660000,0.630000,0.655000,0.622864,2228200
2016-05-17,0.650000,0.725000,0.650000,0.715000,0.679920,9703200
2016-05-18,0.710000,0.740000,0.680000,0.700000,0.665656,2117000
2016-05-19,0.700000,0.700000,0.675000,0.700000,0.665656,1434400
2016-05-20,0.695000,0.700000,0.680000,0.690000,0.656147,532600
2016-05-23,0.675000,0.735000,0.675000,0.725000,0.689429,2816800
2016-05-24,0.735000,0.765000,0.710000,0.735000,0.698939,6157200
2016-05-25,0.730000,0.735000,0.715000,0.735000,0.698939,374400
2016-05-26,0.725000,0.735000,0.710000,0.715000,0.679920,235400
2016-05-27,0.725000,0.725000,0.700000,0.705000,0.670411,874800
2016-05-30,0.690000,0.740000,0.685000,0.730000,0.694184,1313000
2016-05-31,0.730000,0.730000,0.730000,0.730000,0.694184,0
2016-06-01,0.700000,0.720000,0.700000,0.710000,0.675165,13557400
2016-06-02,0.710000,0.730000,0.710000,0.720000,0.684675,1340200
2016-06-03,0.715000,0.715000,0.705000,0.715000,0.679920,264200
2016-06-06,0.720000,0.720000,0.715000,0.720000,0.684675,641800
2016-06-07,0.725000,0.725000,0.720000,0.720000,0.684675,191800
2016-06-08,0.715000,0.720000,0.705000,0.720000,0.684675,494600
2016-06-09,0.720000,0.720000,0.720000,0.720000,0.684675,0
2016-06-10,0.715000,0.715000,0.715000,0.715000,0.679920,78000
2016-06-13,0.720000,0.720000,0.705000,0.710000,0.675165,486200
2016-06-14,0.705000,0.705000,0.695000,0.700000,0.665656,472200
2016-06-15,0.690000,0.700000,0.690000,0.700000,0.665656,256000
2016-06-16,0.695000,0.700000,0.685000,0.695000,0.660901,592200
2016-06-17,0.690000,0.705000,0.690000,0.705000,0.670411,591800
2016-06-20,0.700000,0.715000,0.700000,0.715000,0.679920,27200
2016-06-21,0.710000,0.725000,0.710000,0.725000,0.689429,238400
2016-06-23,0.710000,0.715000,0.710000,0.715000,0.679920,70000
2016-06-24,0.710000,0.710000,0.675000,0.690000,0.656147,2978000
2016-06-27,0.675000,0.695000,0.675000,0.690000,0.656147,373400
2016-06-28,0.720000,0.720000,0.700000,0.710000,0.675165,208800
2016-06-29,0.710000,0.715000,0.700000,0.700000,0.665656,149000
2016-06-30,0.710000,0.710000,0.695000,0.705000,0.670411,128200
2016-07-01,0.700000,0.705000,0.700000,0.705000,0.670411,344400
2016-07-04,0.710000,0.720000,0.700000,0.715000,0.679920,220800
2016-07-05,0.715000,0.750000,0.715000,0.730000,0.694184,326000
2016-07-06,0.730000,0.730000,0.730000,0.730000,0.694184,0
2016-07-07,0.730000,0.730000,0.730000,0.730000,0.694184,0
2016-07-08,0.730000,0.745000,0.730000,0.735000,0.698939,313000
2016-07-11,0.745000,0.745000,0.730000,0.730000,0.694184,80000
2016-07-12,0.745000,0.745000,0.725000,0.735000,0.698939,156400
2016-07-13,0.730000,0.740000,0.725000,0.735000,0.698939,114800
2016-07-14,0.735000,0.740000,0.730000,0.740000,0.703693,64200
2016-07-15,0.725000,0.740000,0.725000,0.740000,0.718253,132000
2016-07-18,0.730000,0.730000,0.730000,0.730000,0.708546,12000
2016-07-19,0.735000,0.735000,0.720000,0.730000,0.708546,265600
2016-07-20,0.715000,0.735000,0.715000,0.735000,0.713400,120000
2016-07-21,0.725000,0.730000,0.720000,0.725000,0.703693,45000
2016-07-22,0.735000,0.735000,0.735000,0.735000,0.713400,2000
2016-07-25,0.735000,0.740000,0.725000,0.735000,0.713400,325800
2016-07-26,0.745000,0.750000,0.735000,0.735000,0.713400,387600
2016-07-27,0.735000,0.735000,0.730000,0.730000,0.708546,81000
2016-07-28,0.720000,0.740000,0.710000,0.730000,0.708546,64600
2016-07-29,0.730000,0.740000,0.720000,0.730000,0.708546,89000
2016-08-01,0.730000,0.730000,0.730000,0.730000,0.708546,336400
2016-08-02,0.730000,0.730000,0.730000,0.730000,0.708546,105600
2016-08-03,0.730000,0.730000,0.730000,0.730000,0.708546,0
2016-08-04,0.725000,0.725000,0.720000,0.725000,0.703693,57000
2016-08-05,0.725000,0.725000,0.725000,0.725000,0.703693,140600
2016-08-08,0.725000,0.740000,0.725000,0.730000,0.708546,204600
2016-08-09,0.725000,0.725000,0.725000,0.725000,0.703693,200000
2016-08-10,0.725000,0.730000,0.725000,0.725000,0.703693,457600
2016-08-11,0.735000,0.740000,0.735000,0.740000,0.718253,30400
2016-08-12,0.735000,0.740000,0.735000,0.740000,0.718253,141400
2016-08-15,0.730000,0.750000,0.730000,0.740000,0.718253,360000
2016-08-16,0.750000,0.775000,0.750000,0.775000,0.752224,525400
2016-08-17,0.780000,0.825000,0.780000,0.815000,0.791048,688400
2016-08-18,0.820000,0.820000,0.785000,0.815000,0.791048,883200
2016-08-19,0.810000,0.845000,0.805000,0.840000,0.815314,834600
2016-08-22,0.835000,0.835000,0.815000,0.830000,0.805608,138000
2016-08-23,0.830000,0.835000,0.830000,0.835000,0.810461,917200
2016-08-24,0.835000,0.835000,0.795000,0.795000,0.771636,41000
2016-08-25,0.825000,0.825000,0.780000,0.815000,0.791048,114600
2016-08-26,0.815000,0.815000,0.805000,0.810000,0.786195,113000
2016-08-29,0.800000,0.815000,0.780000,0.815000,0.791048,26600
2016-08-30,0.800000,0.815000,0.785000,0.790000,0.766783,179400
2016-09-01,0.785000,0.810000,0.780000,0.810000,0.786195,127000
2016-09-02,0.830000,0.830000,0.830000,0.830000,0.805608,200
2016-09-05,0.780000,0.810000,0.780000,0.790000,0.766783,127800
2016-09-06,0.810000,0.810000,0.790000,0.790000,0.766783,24000
2016-09-07,0.795000,0.815000,0.795000,0.810000,0.786195,222600
2016-09-08,0.810000,0.825000,0.810000,0.820000,0.795901,338400
2016-09-09,0.830000,0.865000,0.830000,0.855000,0.829873,317200
2016-09-13,0.855000,0.855000,0.825000,0.855000,0.829873,8400
2016-09-14,0.825000,0.870000,0.825000,0.850000,0.825020,59400
2016-09-15,0.835000,0.870000,0.830000,0.870000,0.844432,99400
2016-09-19,0.845000,0.850000,0.845000,0.850000,0.825020,60600
2016-09-20,0.850000,0.850000,0.840000,0.850000,0.825020,51200
2016-09-21,0.860000,0.910000,0.860000,0.900000,0.873550,961200
2016-09-22,0.910000,0.940000,0.910000,0.940000,0.912375,283000
2016-09-23,0.940000,0.975000,0.940000,0.970000,0.941493,266000
2016-09-26,0.985000,0.995000,0.935000,0.940000,0.912375,449400
2016-09-27,0.965000,0.965000,0.930000,0.940000,0.912375,649400
2016-09-28,0.935000,0.940000,0.920000,0.940000,0.912375,80000
2016-09-29,0.940000,0.940000,0.935000,0.940000,0.912375,239600
2016-09-30,0.925000,1.000000,0.920000,1.000000,0.970612,151200
2016-10-04,0.975000,0.975000,0.925000,0.925000,0.897816,547800
2016-10-05,0.940000,0.940000,0.925000,0.930000,0.902669,186400
2016-10-06,0.935000,0.940000,0.925000,0.940000,0.912375,305200
2016-10-07,0.940000,0.940000,0.930000,0.940000,0.912375,47600
2016-10-10,0.930000,0.940000,0.930000,0.935000,0.907522,77800
2016-10-11,0.925000,0.940000,0.925000,0.930000,0.902669,26800
2016-10-12,0.940000,0.940000,0.930000,0.935000,0.907522,8400
2016-10-13,0.925000,0.925000,0.905000,0.925000,0.897816,118000
2016-10-14,0.925000,0.925000,0.920000,0.925000,0.897816,67200
2016-10-17,0.915000,0.925000,0.900000,0.925000,0.897816,318000
2016-10-18,0.925000,0.950000,0.925000,0.950000,0.922081,29400
2016-10-19,0.945000,0.945000,0.900000,0.940000,0.912375,70000
2016-10-20,0.945000,0.945000,0.900000,0.940000,0.912375,109800
2016-10-21,0.915000,0.940000,0.900000,0.940000,0.912375,310800
2016-10-24,0.930000,0.930000,0.905000,0.905000,0.878403,160200
2016-10-25,0.905000,0.920000,0.900000,0.915000,0.888110,270800
2016-10-26,0.895000,0.920000,0.890000,0.890000,0.863844,34400
2016-10-27,0.910000,0.910000,0.875000,0.890000,0.863844,56200
2016-10-28,0.890000,0.890000,0.890000,0.890000,0.863844,34600
2016-10-31,0.875000,0.875000,0.845000,0.855000,0.829873,848800
2016-11-01,0.855000,0.855000,0.850000,0.850000,0.825020,64600
2016-11-02,0.855000,0.860000,0.850000,0.855000,0.829873,165000
2016-11-03,0.855000,0.865000,0.835000,0.840000,0.815314,373600
2016-11-04,0.850000,0.860000,0.845000,0.855000,0.829873,356800
2016-11-07,0.850000,0.865000,0.840000,0.840000,0.815314,436200
2016-11-08,0.870000,0.870000,0.845000,0.845000,0.820167,629400
2016-11-09,0.845000,0.850000,0.840000,0.850000,0.825020,242800
2016-11-10,0.855000,0.895000,0.855000,0.870000,0.844432,224200
2016-11-11,0.870000,0.890000,0.870000,0.890000,0.863844,10200
2016-11-14,0.865000,0.865000,0.850000,0.850000,0.825020,668000
2016-11-15,0.850000,0.855000,0.850000,0.850000,0.825020,502200
2016-11-16,0.845000,0.845000,0.825000,0.830000,0.805608,2306000
2016-11-17,0.825000,0.825000,0.815000,0.820000,0.795901,935800
2016-11-18,0.805000,0.820000,0.795000,0.815000,0.791048,470400
2016-11-21,0.840000,0.840000,0.830000,0.835000,0.810461,118800
2016-11-22,0.840000,0.855000,0.840000,0.845000,0.820167,170000
2016-11-23,0.845000,0.845000,0.825000,0.840000,0.815314,392200
2016-11-24,0.850000,0.870000,0.840000,0.840000,0.815314,152000
2016-11-25,0.840000,0.840000,0.840000,0.840000,0.815314,2000
2016-11-28,0.840000,0.840000,0.840000,0.840000,0.815314,10000
2016-11-29,0.835000,0.840000,0.835000,0.840000,0.815314,12000
2016-11-30,0.805000,0.830000,0.800000,0.830000,0.805608,182000
2016-12-01,0.840000,0.840000,0.840000,0.840000,0.815314,66200
2016-12-02,0.850000,0.860000,0.845000,0.845000,0.820167,52000
2016-12-05,0.865000,0.870000,0.840000,0.870000,0.844432,68400
2016-12-06,0.870000,0.875000,0.870000,0.875000,0.849285,6800
2016-12-07,0.875000,0.875000,0.875000,0.875000,0.849285,0
2016-12-08,0.875000,0.900000,0.875000,0.900000,0.873550,17000
2016-12-09,0.900000,0.900000,0.900000,0.900000,0.873550,0
2016-12-13,0.875000,0.910000,0.875000,0.875000,0.849285,35000
2016-12-14,0.850000,0.850000,0.850000,0.850000,0.825020,2000
2016-12-15,0.850000,0.850000,0.850000,0.850000,0.825020,20000
2016-12-16,0.870000,0.870000,0.870000,0.870000,0.844432,9600
2016-12-19,0.855000,0.855000,0.855000,0.855000,0.829873,20000
2016-12-20,0.860000,0.860000,0.860000,0.860000,0.834726,48000
2016-12-21,0.860000,0.865000,0.850000,0.850000,0.825020,200200
2016-12-22,0.850000,0.850000,0.835000,0.835000,0.810461,90000
2016-12-23,0.845000,0.850000,0.820000,0.825000,0.800754,1122400
2016-12-27,0.885000,0.885000,0.810000,0.875000,0.849285,767400
2016-12-28,0.850000,0.865000,0.830000,0.845000,0.820167,249600
2016-12-29,0.845000,0.845000,0.805000,0.805000,0.781342,1006000
2016-12-30,0.835000,0.840000,0.820000,0.835000,0.810461,175000
2017-01-02,0.835000,0.835000,0.835000,0.835000,0.810461,0
2017-01-03,0.835000,0.835000,0.825000,0.835000,0.810461,114400
2017-01-04,0.830000,0.840000,0.825000,0.830000,0.805608,195600
2017-01-05,0.830000,0.835000,0.820000,0.825000,0.800754,142600
2017-01-06,0.835000,0.840000,0.830000,0.835000,0.810461,166000
2017-01-09,0.840000,0.865000,0.840000,0.860000,0.834726,480400
2017-01-10,0.860000,0.860000,0.850000,0.850000,0.825020,121000
2017-01-11,0.855000,0.865000,0.850000,0.865000,0.839579,188800
2017-01-12,0.865000,0.885000,0.860000,0.880000,0.854138,430400
2017-01-13,0.890000,0.890000,0.875000,0.880000,0.854138,318600
2017-01-16,0.885000,0.930000,0.885000,0.900000,0.873550,1405600
2017-01-17,0.900000,0.940000,0.900000,0.925000,0.897816,1048400
2017-01-18,0.925000,0.960000,0.925000,0.950000,0.922081,538600
2017-01-19,0.930000,0.965000,0.930000,0.940000,0.912375,576800
2017-01-20,0.925000,0.960000,0.915000,0.960000,0.931787,2390400
2017-01-23,0.960000,0.960000,0.925000,0.930000,0.902669,405600
2017-01-24,0.930000,0.930000,0.925000,0.925000,0.897816,320000
2017-01-25,0.915000,0.925000,0.905000,0.925000,0.897816,240400
2017-01-26,0.925000,0.925000,0.910000,0.910000,0.883257,397200
2017-01-27,0.910000,0.910000,0.910000,0.910000,0.883257,2600000
2017-01-31,0.890000,0.890000,0.880000,0.885000,0.858991,145600
2017-02-02,0.890000,0.905000,0.885000,0.900000,0.873550,245400
2017-02-03,0.905000,0.910000,0.900000,0.910000,0.883257,213600
2017-02-06,0.930000,0.940000,0.930000,0.935000,0.907522,114400
2017-02-07,0.945000,0.945000,0.945000,0.945000,0.917228,2000
2017-02-08,0.910000,0.945000,0.910000,0.945000,0.917228,18400
2017-02-10,0.945000,0.945000,0.920000,0.940000,0.912375,13800
2017-02-13,0.945000,0.945000,0.930000,0.930000,0.902669,94000
2017-02-14,0.920000,0.920000,0.920000,0.920000,0.892963,30000
2017-02-15,0.920000,0.920000,0.915000,0.915000,0.888110,32800
2017-02-16,0.930000,0.930000,0.930000,0.930000,0.902669,42200
2017-02-17,0.930000,0.930000,0.905000,0.930000,0.902669,2070200
2017-02-20,0.930000,0.930000,0.920000,0.920000,0.892963,120000
2017-02-21,0.910000,0.930000,0.910000,0.930000,0.902669,38000
2017-02-22,0.920000,0.920000,0.920000,0.920000,0.892963,20000
2017-02-23,0.910000,0.910000,0.900000,0.900000,0.873550,136000
2017-02-24,0.900000,0.900000,0.895000,0.900000,0.873550,570000
2017-02-27,0.900000,0.930000,0.900000,0.930000,0.902669,596400
2017-02-28,0.925000,0.925000,0.915000,0.920000,0.892963,35800
2017-03-01,0.920000,0.930000,0.910000,0.930000,0.902669,602200
